Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Anxiety,Eye Strain,Obesity Risk,Poor Sleep,Age_Group,Educational_Time,Recreational_Time,Cluster,User_Segment,Risk_Score,Risk_Category
16,Female,3.73,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,17-19,1.2682,2.4618,2,Low Usage,1.0,Medium Risk
16,Male,5.77,Laptop,True,0.41,"Eye Strain, Anxiety",Urban,1,1,0,0,17-19,2.3656999999999995,3.4043,0,Moderate Usage,1.0,Medium Risk
10,Female,6.58,TV,True,0.52,Poor Sleep,Rural,0,0,0,1,11-13,3.4216,3.1584,0,Moderate Usage,1.0,Medium Risk
10,Male,3.2,Smartphone,True,0.55,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.7600000000000002,1.44,1,Heavy Usage,1.0,Medium Risk
15,Male,4.26,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.7892,2.4707999999999997,1,Heavy Usage,1.0,Medium Risk
13,Male,8.24,TV,True,0.4,Poor Sleep,Urban,0,0,0,1,14-16,3.2960000000000003,4.944,0,Moderate Usage,1.0,Medium Risk
15,Male,3.85,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,14-16,1.3475,2.5025000000000004,2,Low Usage,1.0,Medium Risk
8,Female,4.92,Tablet,True,0.59,"Poor Sleep, Anxiety",Urban,1,0,0,1,5-10,2.9027999999999996,2.0172000000000003,1,Heavy Usage,1.0,Medium Risk
15,Female,4.32,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,14-16,1.4256000000000002,2.8944,2,Low Usage,1.0,Medium Risk
11,Male,3.71,Smartphone,True,0.4,Poor Sleep,Urban,0,0,0,1,11-13,1.484,2.226,2,Low Usage,1.0,Medium Risk
15,Female,6.56,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.1648,4.395199999999999,2,Low Usage,1.0,Medium Risk
16,Female,3.12,Smartphone,True,0.44,Eye Strain,Urban,0,1,0,0,17-19,1.3728,1.7472,1,Heavy Usage,1.0,Medium Risk
16,Male,3.96,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,17-19,1.4652,2.4947999999999997,2,Low Usage,1.0,Medium Risk
9,Male,4.29,Tablet,True,0.53,Poor Sleep,Urban,0,0,0,1,5-10,2.2737000000000003,2.0162999999999998,1,Heavy Usage,1.0,Medium Risk
13,Male,4.46,Laptop,True,0.45,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.007,2.453,1,Heavy Usage,1.0,Medium Risk
11,Female,5.3,Tablet,True,0.33,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.749,3.5509999999999997,2,Low Usage,1.0,Medium Risk
8,Female,9.35,Smartphone,True,0.55,Anxiety,Rural,1,0,0,0,5-10,5.1425,4.2075,0,Moderate Usage,1.0,Medium Risk
12,Male,3.97,Smartphone,True,0.36,Poor Sleep,Rural,0,0,0,1,11-13,1.4292,2.5408,2,Low Usage,1.0,Medium Risk
15,Male,4.88,Laptop,True,0.43,Eye Strain,Rural,0,1,0,0,14-16,2.0984,2.7816,1,Heavy Usage,1.0,Medium Risk
15,Female,5.48,Smartphone,True,0.42,"Eye Strain, Anxiety",Urban,1,1,0,0,14-16,2.3016,3.1784000000000003,2,Low Usage,1.0,Medium Risk
10,Male,5.99,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.3960000000000004,3.594,0,Moderate Usage,1.0,Medium Risk
18,Male,3.91,Laptop,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.6813,2.2287,1,Heavy Usage,1.0,Medium Risk
10,Female,8.74,Tablet,True,0.56,Poor Sleep,Urban,0,0,0,1,11-13,4.894400000000001,3.8455999999999992,0,Moderate Usage,1.0,Medium Risk
13,Female,7.85,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,3.3754999999999997,4.4745,0,Moderate Usage,1.0,Medium Risk
14,Female,5.76,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,14-16,2.016,3.7439999999999998,2,Low Usage,1.0,Medium Risk
13,Female,3.37,Smartphone,True,0.46,Anxiety,Rural,1,0,0,0,14-16,1.5502,1.8198,1,Heavy Usage,1.0,Medium Risk
13,Female,4.11,Laptop,True,0.37,Poor Sleep,Urban,0,0,0,1,14-16,1.5207000000000002,2.5893,2,Low Usage,1.0,Medium Risk
13,Male,4.06,Smartphone,True,0.44,Poor Sleep,Urban,0,0,0,1,14-16,1.7863999999999998,2.2736,1,Heavy Usage,1.0,Medium Risk
15,Male,3.83,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,14-16,1.6086,2.2214,1,Heavy Usage,1.0,Medium Risk
18,Male,4.13,Smartphone,True,0.33,Poor Sleep,Rural,0,0,0,1,17-19,1.3629,2.7671,2,Low Usage,1.0,Medium Risk
18,Female,3.99,Smartphone,True,0.41,Eye Strain,Rural,0,1,0,0,17-19,1.6359,2.3541000000000003,1,Heavy Usage,1.0,Medium Risk
12,Male,3.54,TV,True,0.34,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.2036,2.3364000000000003,2,Low Usage,1.0,Medium Risk
8,Male,5.51,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,5-10,3.3059999999999996,2.204,0,Moderate Usage,1.0,Medium Risk
12,Male,4.68,Tablet,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,11-13,1.9655999999999998,2.7144,1,Heavy Usage,1.0,Medium Risk
10,Male,4.05,TV,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,1.7009999999999998,2.349,1,Heavy Usage,1.0,Medium Risk
11,Female,3.97,Smartphone,True,0.36,Eye Strain,Rural,0,1,0,0,11-13,1.4292,2.5408,2,Low Usage,1.0,Medium Risk
10,Male,9.2,Smartphone,True,0.48,Eye Strain,Urban,0,1,0,0,11-13,4.4159999999999995,4.784,0,Moderate Usage,1.0,Medium Risk
12,Female,3.15,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.197,1.9529999999999998,2,Low Usage,1.0,Medium Risk
12,Male,4.46,Laptop,True,0.3,Poor Sleep,Urban,0,0,0,1,11-13,1.3379999999999999,3.122,2,Low Usage,1.0,Medium Risk
15,Male,5.57,Smartphone,True,0.44,Eye Strain,Rural,0,1,0,0,14-16,2.4508,3.1192,0,Moderate Usage,1.0,Medium Risk
8,Male,6.76,Tablet,True,0.48,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.2447999999999997,3.5152,0,Moderate Usage,1.0,Medium Risk
12,Male,5.69,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,11-13,2.4467000000000003,3.2433,0,Moderate Usage,1.0,Medium Risk
11,Male,3.35,Smartphone,True,0.44,Poor Sleep,Rural,0,0,0,1,11-13,1.474,1.8760000000000001,1,Heavy Usage,1.0,Medium Risk
12,Male,5.82,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,2.619,3.201,0,Moderate Usage,1.0,Medium Risk
14,Male,5.09,TV,True,0.43,Poor Sleep,Urban,0,0,0,1,14-16,2.1887,2.9013,1,Heavy Usage,1.0,Medium Risk
8,Female,5.49,TV,True,0.46,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,5-10,2.5254000000000003,2.9646,0,Moderate Usage,1.0,Medium Risk
10,Male,4.1,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.845,2.255,1,Heavy Usage,1.0,Medium Risk
9,Male,6.83,Smartphone,True,0.56,"Poor Sleep, Eye Strain",Rural,0,1,0,1,5-10,3.8248,3.0052,0,Moderate Usage,1.0,Medium Risk
13,Male,4.78,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.1988000000000003,2.5812,1,Heavy Usage,1.0,Medium Risk
10,Male,6.33,Tablet,True,0.5,Poor Sleep,Urban,0,0,0,1,11-13,3.165,3.165,0,Moderate Usage,1.0,Medium Risk
15,Male,3.14,TV,True,0.37,Anxiety,Urban,1,0,0,0,14-16,1.1618,1.9782000000000002,2,Low Usage,1.0,Medium Risk
15,Male,5.56,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.7235999999999998,3.8364,2,Low Usage,1.0,Medium Risk
9,Male,3.11,Smartphone,True,0.47,Anxiety,Urban,1,0,0,0,5-10,1.4616999999999998,1.6483,1,Heavy Usage,1.0,Medium Risk
13,Male,4.9,TV,True,0.38,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.862,3.0380000000000003,2,Low Usage,1.0,Medium Risk
14,Male,6.39,Tablet,True,0.4,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.556,3.8339999999999996,0,Moderate Usage,1.0,Medium Risk
17,Female,5.12,Smartphone,True,0.3,Poor Sleep,Urban,0,0,0,1,17-19,1.536,3.584,2,Low Usage,1.0,Medium Risk
17,Female,5.34,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.5098,2.8302,1,Heavy Usage,1.0,Medium Risk
8,Male,7.91,Smartphone,True,0.58,Poor Sleep,Urban,0,0,0,1,5-10,4.5878,3.3222000000000005,0,Moderate Usage,1.0,Medium Risk
15,Female,4.46,Tablet,True,0.32,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.4272,3.0328,2,Low Usage,1.0,Medium Risk
16,Male,4.92,Smartphone,True,0.47,Poor Sleep,Rural,0,0,0,1,17-19,2.3124,2.6076,1,Heavy Usage,1.0,Medium Risk
18,Male,4.64,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,17-19,2.1344,2.5056,1,Heavy Usage,1.0,Medium Risk
13,Male,3.55,TV,True,0.34,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.207,2.343,2,Low Usage,1.0,Medium Risk
14,Female,5.04,Smartphone,True,0.38,Poor Sleep,Urban,0,0,0,1,14-16,1.9152,3.1248,2,Low Usage,1.0,Medium Risk
14,Male,4.64,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.0416,2.5984,1,Heavy Usage,1.0,Medium Risk
17,Female,4.68,Tablet,True,0.38,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.7784,2.9015999999999997,2,Low Usage,1.0,Medium Risk
10,Female,6.09,TV,True,0.47,"Eye Strain, Anxiety, Obesity Risk",Rural,1,1,1,0,11-13,2.8623,3.2277,0,Moderate Usage,1.0,Medium Risk
9,Female,4.12,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,0,1,0,1,5-10,1.9364,2.1836,1,Heavy Usage,1.0,Medium Risk
16,Female,5.29,TV,True,0.5,Anxiety,Rural,1,0,0,0,17-19,2.645,2.645,1,Heavy Usage,1.0,Medium Risk
15,Male,4.03,Smartphone,True,0.38,Poor Sleep,Rural,0,0,0,1,14-16,1.5314,2.4986,2,Low Usage,1.0,Medium Risk
17,Male,5.44,Laptop,True,0.36,"Eye Strain, Anxiety",Urban,1,1,0,0,17-19,1.9584000000000001,3.4816000000000003,2,Low Usage,1.0,Medium Risk
11,Female,3.28,Smartphone,True,0.36,Poor Sleep,Urban,0,0,0,1,11-13,1.1807999999999998,2.0991999999999997,2,Low Usage,1.0,Medium Risk
11,Female,4.39,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,1.6242999999999999,2.7657,2,Low Usage,1.0,Medium Risk
14,Male,3.82,Smartphone,True,0.31,Poor Sleep,Urban,0,0,0,1,14-16,1.1842,2.6357999999999997,2,Low Usage,1.0,Medium Risk
9,Male,3.21,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,1.4445000000000001,1.7654999999999998,1,Heavy Usage,1.0,Medium Risk
14,Female,5.15,Tablet,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.854,3.2960000000000003,2,Low Usage,1.0,Medium Risk
13,Male,4.86,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Urban,0,1,1,0,14-16,2.3328,2.5272,1,Heavy Usage,1.0,Medium Risk
10,Male,5.88,TV,True,0.41,Anxiety,Urban,1,0,0,0,11-13,2.4107999999999996,3.4692000000000003,0,Moderate Usage,1.0,Medium Risk
16,Male,4.29,Tablet,True,0.46,Poor Sleep,Urban,0,0,0,1,17-19,1.9734,2.3166,1,Heavy Usage,1.0,Medium Risk
17,Male,6.13,TV,True,0.39,Eye Strain,Urban,0,1,0,0,17-19,2.3907,3.7393,0,Moderate Usage,1.0,Medium Risk
17,Female,6.49,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0,1,1,1,17-19,2.4013,4.0887,0,Moderate Usage,1.0,Medium Risk
17,Male,4.61,Laptop,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.5213,3.0887000000000002,2,Low Usage,1.0,Medium Risk
8,Male,4.31,TV,True,0.46,Eye Strain,Urban,0,1,0,0,5-10,1.9826,2.3274,1,Heavy Usage,1.0,Medium Risk
11,Male,4.55,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.9565,2.5934999999999997,1,Heavy Usage,1.0,Medium Risk
17,Male,4.76,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,2.1896,2.5704,1,Heavy Usage,1.0,Medium Risk
13,Female,4.08,Smartphone,True,0.39,Obesity Risk,Urban,0,0,1,0,14-16,1.5912000000000002,2.4888,2,Low Usage,1.0,Medium Risk
13,Female,5.54,TV,True,0.42,Poor Sleep,Rural,0,0,0,1,14-16,2.3268,3.2132,0,Moderate Usage,1.0,Medium Risk
12,Female,4.05,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,1.7009999999999998,2.349,1,Heavy Usage,1.0,Medium Risk
8,Female,7.57,Smartphone,True,0.57,Poor Sleep,Urban,0,0,0,1,5-10,4.3149,3.2551000000000005,0,Moderate Usage,1.0,Medium Risk
15,Female,4.55,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.9565,2.5934999999999997,1,Heavy Usage,1.0,Medium Risk
12,Male,3.13,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.0329,2.0971,2,Low Usage,1.0,Medium Risk
12,Female,4.26,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,2.0873999999999997,2.1726,1,Heavy Usage,1.0,Medium Risk
14,Male,4.28,TV,True,0.47,Poor Sleep,Urban,0,0,0,1,14-16,2.0116,2.2684,1,Heavy Usage,1.0,Medium Risk
11,Female,5.24,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,11-13,1.6768,3.5632,2,Low Usage,1.0,Medium Risk
13,Male,3.75,Tablet,True,0.36,Anxiety,Urban,1,0,0,0,14-16,1.3499999999999999,2.4000000000000004,2,Low Usage,1.0,Medium Risk
11,Male,4.54,Laptop,True,0.37,Eye Strain,Rural,0,1,0,0,11-13,1.6798,2.8602,2,Low Usage,1.0,Medium Risk
14,Male,5.67,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.9845,3.6855,2,Low Usage,1.0,Medium Risk
15,Female,3.91,Laptop,True,0.49,Poor Sleep,Rural,0,0,0,1,14-16,1.9159,1.9941000000000002,1,Heavy Usage,1.0,Medium Risk
11,Female,4.55,Laptop,True,0.49,Poor Sleep,Rural,0,0,0,1,11-13,2.2295,2.3205,1,Heavy Usage,1.0,Medium Risk
9,Male,11.18,Tablet,True,0.52,Eye Strain,Rural,0,1,0,0,5-10,5.8136,5.3664,0,Moderate Usage,1.0,Medium Risk
17,Female,7.29,Laptop,True,0.49,Poor Sleep,Rural,0,0,0,1,17-19,3.5721,3.7179,0,Moderate Usage,1.0,Medium Risk
10,Male,3.23,Tablet,True,0.58,Poor Sleep,Urban,0,0,0,1,11-13,1.8734,1.3566,1,Heavy Usage,1.0,Medium Risk
17,Female,4.71,Smartphone,True,0.39,Eye Strain,Urban,0,1,0,0,17-19,1.8369,2.8731,2,Low Usage,1.0,Medium Risk
14,Male,3.41,TV,True,0.35,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.1935,2.2165,2,Low Usage,1.0,Medium Risk
17,Female,5.22,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.9313999999999998,3.2885999999999997,2,Low Usage,1.0,Medium Risk
12,Female,3.67,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,1.2111,2.4589,2,Low Usage,1.0,Medium Risk
17,Female,5.45,Tablet,True,0.41,"Eye Strain, Anxiety",Urban,1,1,0,0,17-19,2.2345,3.2155,2,Low Usage,1.0,Medium Risk
12,Female,3.6,Laptop,True,0.48,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.728,1.872,1,Heavy Usage,1.0,Medium Risk
14,Female,4.36,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,14-16,2.0056000000000003,2.3544,1,Heavy Usage,1.0,Medium Risk
16,Male,4.51,Smartphone,True,0.46,Anxiety,Rural,1,0,0,0,17-19,2.0745999999999998,2.4354,1,Heavy Usage,1.0,Medium Risk
12,Male,5.6,Laptop,True,0.47,Obesity Risk,Urban,0,0,1,0,11-13,2.6319999999999997,2.968,0,Moderate Usage,1.0,Medium Risk
8,Male,4.1,Smartphone,True,0.53,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,2.173,1.9269999999999996,1,Heavy Usage,1.0,Medium Risk
8,Female,7.78,TV,True,0.5,Poor Sleep,Rural,0,0,0,1,5-10,3.89,3.89,0,Moderate Usage,1.0,Medium Risk
9,Male,5.32,TV,True,0.42,Eye Strain,Urban,0,1,0,0,5-10,2.2344,3.0856000000000003,2,Low Usage,1.0,Medium Risk
16,Female,5.2,Tablet,True,0.4,Poor Sleep,Rural,0,0,0,1,17-19,2.08,3.12,2,Low Usage,1.0,Medium Risk
15,Female,5.02,TV,True,0.35,Poor Sleep,Urban,0,0,0,1,14-16,1.7569999999999997,3.263,2,Low Usage,1.0,Medium Risk
12,Female,4.52,TV,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,1.6723999999999999,2.8476,2,Low Usage,1.0,Medium Risk
14,Female,4.91,Smartphone,True,0.4,Obesity Risk,Urban,0,0,1,0,14-16,1.9640000000000002,2.9459999999999997,2,Low Usage,1.0,Medium Risk
12,Male,4.97,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,1.5904,3.3796,2,Low Usage,1.0,Medium Risk
14,Male,5.77,Laptop,True,0.42,Poor Sleep,Rural,0,0,0,1,14-16,2.4233999999999996,3.3466,0,Moderate Usage,1.0,Medium Risk
10,Female,6.68,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,2.8055999999999996,3.8744,0,Moderate Usage,1.0,Medium Risk
10,Female,9.33,Tablet,True,0.41,Poor Sleep,Rural,0,0,0,1,11-13,3.8253,5.5047,0,Moderate Usage,1.0,Medium Risk
12,Male,4.95,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,11-13,2.277,2.673,1,Heavy Usage,1.0,Medium Risk
13,Male,4.66,Smartphone,True,0.48,Poor Sleep,Urban,0,0,0,1,14-16,2.2368,2.4232,1,Heavy Usage,1.0,Medium Risk
16,Male,3.47,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.3533000000000002,2.1167,2,Low Usage,1.0,Medium Risk
12,Male,4.58,Smartphone,True,0.49,Obesity Risk,Urban,0,0,1,0,11-13,2.2442,2.3358,1,Heavy Usage,1.0,Medium Risk
12,Male,5.47,Smartphone,True,0.33,Eye Strain,Urban,0,1,0,0,11-13,1.8051,3.6649,2,Low Usage,1.0,Medium Risk
17,Female,4.88,TV,True,0.37,Poor Sleep,Urban,0,0,0,1,17-19,1.8055999999999999,3.0744,2,Low Usage,1.0,Medium Risk
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.244,1.8659999999999999,1,Heavy Usage,1.0,Medium Risk
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural,0,0,0,1,5-10,2.6255,1.8245,1,Heavy Usage,1.0,Medium Risk
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,2.4432,2.6468,1,Heavy Usage,1.0,Medium Risk
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban,0,0,0,1,17-19,2.065,3.8350000000000004,2,Low Usage,1.0,Medium Risk
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,14-16,1.2682,2.4618,2,Low Usage,1.0,Medium Risk
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,11-13,1.4287999999999998,2.3312,2,Low Usage,1.0,Medium Risk
11,Male,3.74,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,1.7204000000000002,2.0196,1,Heavy Usage,1.0,Medium Risk
9,Female,5.87,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,1,5-10,2.6415,3.2285,0,Moderate Usage,1.0,Medium Risk
11,Female,6.62,TV,True,0.49,Eye Strain,Rural,0,1,0,0,11-13,3.2438,3.3762000000000003,0,Moderate Usage,1.0,Medium Risk
17,Female,6.0,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,17-19,2.94,3.06,0,Moderate Usage,1.0,Medium Risk
17,Female,5.71,TV,True,0.43,Poor Sleep,Urban,0,0,0,1,17-19,2.4553,3.2547,0,Moderate Usage,1.0,Medium Risk
10,Male,3.87,Smartphone,True,0.56,Poor Sleep,Urban,0,0,0,1,11-13,2.1672000000000002,1.7027999999999999,1,Heavy Usage,1.0,Medium Risk
17,Male,3.94,Laptop,True,0.48,Poor Sleep,Rural,0,0,0,1,17-19,1.8912,2.0488,1,Heavy Usage,1.0,Medium Risk
15,Female,6.88,Smartphone,True,0.44,Eye Strain,Urban,0,1,0,0,14-16,3.0272,3.8528,0,Moderate Usage,1.0,Medium Risk
12,Male,5.41,Tablet,True,0.32,Eye Strain,Rural,0,1,0,0,11-13,1.7312,3.6788,2,Low Usage,1.0,Medium Risk
11,Female,3.67,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0,1,1,1,11-13,1.3212,2.3487999999999998,2,Low Usage,1.0,Medium Risk
15,Male,7.42,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,14-16,2.7454,4.6746,0,Moderate Usage,1.0,Medium Risk
14,Female,3.39,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.2543,2.1357,2,Low Usage,1.0,Medium Risk
18,Female,3.89,Tablet,True,0.43,Eye Strain,Urban,0,1,0,0,17-19,1.6727,2.2173,1,Heavy Usage,1.0,Medium Risk
15,Male,6.81,TV,True,0.45,Eye Strain,Urban,0,1,0,0,14-16,3.0645,3.7455,0,Moderate Usage,1.0,Medium Risk
9,Female,6.87,TV,True,0.59,Poor Sleep,Urban,0,0,0,1,5-10,4.0533,2.8167,0,Moderate Usage,1.0,Medium Risk
10,Female,3.56,Smartphone,True,0.42,Eye Strain,Rural,0,1,0,0,11-13,1.4951999999999999,2.0648,1,Heavy Usage,1.0,Medium Risk
8,Female,4.95,Tablet,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,2.9205,2.0295,1,Heavy Usage,1.0,Medium Risk
12,Female,6.82,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,2.1824000000000003,4.6376,2,Low Usage,1.0,Medium Risk
10,Female,4.18,Smartphone,True,0.59,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,2.4661999999999997,1.7138,1,Heavy Usage,1.0,Medium Risk
8,Male,4.96,Smartphone,True,0.51,Eye Strain,Urban,0,1,0,0,5-10,2.5296,2.4304,1,Heavy Usage,1.0,Medium Risk
17,Female,5.37,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.8795,3.4905,2,Low Usage,1.0,Medium Risk
18,Female,3.02,Laptop,True,0.31,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,0.9362,2.0838,2,Low Usage,1.0,Medium Risk
10,Male,7.37,TV,True,0.55,Eye Strain,Urban,0,1,0,0,11-13,4.0535000000000005,3.3164999999999996,0,Moderate Usage,1.0,Medium Risk
10,Male,5.21,Tablet,True,0.58,Poor Sleep,Urban,0,0,0,1,11-13,3.0218,2.1882,1,Heavy Usage,1.0,Medium Risk
14,Female,6.65,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.527,4.123,0,Moderate Usage,1.0,Medium Risk
17,Male,6.03,Laptop,True,0.34,Poor Sleep,Urban,0,0,0,1,17-19,2.0502000000000002,3.9798,2,Low Usage,1.0,Medium Risk
17,Female,5.55,TV,True,0.35,Poor Sleep,Rural,0,0,0,1,17-19,1.9425,3.6075,2,Low Usage,1.0,Medium Risk
17,Male,4.89,TV,True,0.31,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.5158999999999998,3.3741,2,Low Usage,1.0,Medium Risk
14,Female,3.79,Smartphone,True,0.4,Poor Sleep,Rural,0,0,0,1,14-16,1.516,2.274,2,Low Usage,1.0,Medium Risk
17,Male,3.44,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.1696,2.2704,2,Low Usage,1.0,Medium Risk
12,Male,8.29,Smartphone,True,0.41,Anxiety,Urban,1,0,0,0,11-13,3.3988999999999994,4.8911,0,Moderate Usage,1.0,Medium Risk
9,Male,6.34,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,5-10,3.17,3.17,0,Moderate Usage,1.0,Medium Risk
18,Female,5.47,TV,True,0.31,Poor Sleep,Urban,0,0,0,1,17-19,1.6957,3.7742999999999998,2,Low Usage,1.0,Medium Risk
15,Male,4.24,TV,True,0.5,"Anxiety, Obesity Risk",Urban,1,0,1,0,14-16,2.12,2.12,1,Heavy Usage,1.0,Medium Risk
11,Female,3.71,Laptop,True,0.43,Poor Sleep,Urban,0,0,0,1,11-13,1.5953,2.1147,1,Heavy Usage,1.0,Medium Risk
16,Female,6.02,Laptop,True,0.38,Anxiety,Rural,1,0,0,0,17-19,2.2876,3.7323999999999997,2,Low Usage,1.0,Medium Risk
12,Male,6.42,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,3.0174,3.4026,0,Moderate Usage,1.0,Medium Risk
16,Female,4.03,TV,True,0.49,Poor Sleep,Urban,0,0,0,1,17-19,1.9747000000000001,2.0553,1,Heavy Usage,1.0,Medium Risk
17,Female,4.14,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.3661999999999999,2.7737999999999996,2,Low Usage,1.0,Medium Risk
12,Male,5.93,Smartphone,True,0.35,Eye Strain,Urban,0,1,0,0,11-13,2.0755,3.8545,2,Low Usage,1.0,Medium Risk
